sdgNumber,sdgName,goal,region,trendMovingAwayFromGoal,correctTrendButProgressTooSlow,goalAchievedOrLikelyToAchieve,insufficientData
1,End poverty,1.b,Caribbean,,,,1
2,Ending hunger,2.1,Caribbean,1,,,
2,Ending hunger,2.2,Caribbean,,1,,
2,Ending hunger,2.3,Caribbean,,,,1
2,Ending hunger,2.4,Caribbean,1,,,
2,Ending hunger,2.5,Caribbean,,1,,
2,Ending hunger,2.a,Caribbean,,1,,
2,Ending hunger,2.b,Caribbean,,,,1
2,Ending hunger,2.c,Caribbean,,,1,
3,Health and well-being,3.1,Caribbean,1,,,
3,Health and well-being,3.2,Caribbean,,1,,
3,Health and well-being,3.3,Caribbean,,1,,
3,Health and well-being,3.4,Caribbean,1,,,
3,Health and well-being,3.5,Caribbean,1,,,
3,Health and well-being,3.6,Caribbean,1,,,
3,Health and well-being,3.7,Caribbean,1,,,
3,Health and well-being,3.8,Caribbean,1,,,
3,Health and well-being,3.9,Caribbean,,,1,
3,Health and well-being,3.a,Caribbean,,,1,
3,Health and well-being,3.b,Caribbean,,1,,
3,Health and well-being,3.c,Caribbean,,,,1
3,Health and well-being,3.d,Caribbean,1,,,
4,Quality education,4.1,Caribbean,1,,,
4,Quality education,4.2,Caribbean,1,,,
4,Quality education,4.3,Caribbean,1,,,
4,Quality education,4.4,Caribbean,,,,1
4,Quality education,4.5,Caribbean,,1,,
4,Quality education,4.6,Caribbean,,1,,
4,Quality education,4.7,Caribbean,,,,1
4,Quality education,4.a,Caribbean,1,,,
4,Quality education,4.b,Caribbean,,,1,
4,Quality education,4.c,Caribbean,,,1,
5,Gender equality,5.1,Caribbean,,,,1
5,Gender equality,5.2,Caribbean,1,,,
5,Gender equality,5.3,Caribbean,,,,1
5,Gender equality,5.4,Caribbean,,,1,
5,Gender equality,5.5,Caribbean,,1,,
5,Gender equality,5.6,Caribbean,,,,1
5,Gender equality,5.a,Caribbean,,,,1
5,Gender equality,5.b,Caribbean,,1,,
5,Gender equality,5.c,Caribbean,,1,,
6,Clean water and sanitation,6.1,Caribbean,1,,,
6,Clean water and sanitation,6.2,Caribbean,,1,,
6,Clean water and sanitation,6.3,Caribbean,1,,,
6,Clean water and sanitation,6.4,Caribbean,1,,,
6,Clean water and sanitation,6.5,Caribbean,1,,,
6,Clean water and sanitation,6.6,Caribbean,1,,,
6,Clean water and sanitation,6.a,Caribbean,,,1,
6,Clean water and sanitation,6.b,Caribbean,,,,1
7,Affordable and non-polluting energy,7.1,Caribbean,,1,,
7,Affordable and non-polluting energy,7.2,Caribbean,,1,,
7,Affordable and non-polluting energy,7.3,Caribbean,,1,,
7,Affordable and non-polluting energy,7.a,Caribbean,1,,,
7,Affordable and non-polluting energy,7.b,Caribbean,,1,,
8,Decent work and economic growth,8.1,Caribbean,,,1,
8,Decent work and economic growth,8.2,Caribbean,,1,,
8,Decent work and economic growth,8.3,Caribbean,1,,,
8,Decent work and economic growth,8.4,Caribbean,1,,,
8,Decent work and economic growth,8.5,Caribbean,,1,,
8,Decent work and economic growth,8.6,Caribbean,,1,,
8,Decent work and economic growth,8.7,Caribbean,,,,1
8,Decent work and economic growth,8.8,Caribbean,1,,,
8,Decent work and economic growth,8.9,Caribbean,,,1,
8,Decent work and economic growth,8.10,Caribbean,,1,,
8,Decent work and economic growth,8.a,Caribbean,,,1,
8,Decent work and economic growth,8.b,Caribbean,,,,1
9,"Industry, innovation and infrastructure",9.1,Caribbean,1,,,
9,"Industry, innovation and infrastructure",9.2,Caribbean,1,,,
9,"Industry, innovation and infrastructure",9.3,Caribbean,,,,1
9,"Industry, innovation and infrastructure",9.4,Caribbean,,,1,
9,"Industry, innovation and infrastructure",9.5,Caribbean,,1,,
9,"Industry, innovation and infrastructure",9.a,Caribbean,1,,,
9,"Industry, innovation and infrastructure",9.b,Caribbean,1,,,
9,"Industry, innovation and infrastructure",9.c,Caribbean,,,1,
10,Reduction of inequalities,10.1,Caribbean,,,,1
10,Reduction of inequalities,10.2,Caribbean,,,1,
10,Reduction of inequalities,10.3,Caribbean,,,,1
10,Reduction of inequalities,10.4,Caribbean,,1,,
10,Reduction of inequalities,10.5,Caribbean,,1,,
10,Reduction of inequalities,10.6,Caribbean,,1,,
10,Reduction of inequalities,10.7,Caribbean,1,,,
10,Reduction of inequalities,10.a,Caribbean,1,,,
10,Reduction of inequalities,10.b,Caribbean,1,,,
10,Reduction of inequalities,10.c,Caribbean,,1,,
11,Sustainable cities and communities,11.1,Caribbean,1,,,
11,Sustainable cities and communities,11.2,Caribbean,,,,1
11,Sustainable cities and communities,11.3,Caribbean,,,,1
11,Sustainable cities and communities,11.4,Caribbean,,,,1
11,Sustainable cities and communities,11.5,Caribbean,,1,,
11,Sustainable cities and communities,11.6,Caribbean,,1,,
11,Sustainable cities and communities,11.7,Caribbean,,,,1
11,Sustainable cities and communities,11.a,Caribbean,,,,1
11,Sustainable cities and communities,11.b,Caribbean,,,,1
11,Sustainable cities and communities,11.c,Caribbean,,,,1
12,Responsible production and consumption,12.1,Caribbean,,,,1
12,Responsible production and consumption,12.2,Caribbean,1,,,
12,Responsible production and consumption,12.3,Caribbean,1,,,
12,Responsible production and consumption,12.4,Caribbean,1,,,
12,Responsible production and consumption,12.5,Caribbean,,,,1
12,Responsible production and consumption,12.6,Caribbean,,,1,
12,Responsible production and consumption,12.7,Caribbean,,,,1
12,Responsible production and consumption,12.8,Caribbean,,,,1
12,Responsible production and consumption,12.a,Caribbean,,,1,
12,Responsible production and consumption,12.b,Caribbean,1,,,
12,Responsible production and consumption,12.c,Caribbean,,,1,
13,Climate action,13.1,Caribbean,,,,1
13,Climate action,13.2,Caribbean,,,,1
13,Climate action,13.3,Caribbean,1,,,
13,Climate action,13.a,Caribbean,,,,1
13,Climate action,13.b,Caribbean,,,,1
14,Underwater life,14.1,Caribbean,1,,,
14,Underwater life,14.2,Caribbean,1,,,
14,Underwater life,14.3,Caribbean,,,,1
14,Underwater life,14.4,Caribbean,,,,1
14,Underwater life,14.5,Caribbean,,1,,
14,Underwater life,14.6,Caribbean,,,1,
14,Underwater life,14.7,Caribbean,1,,,
14,Underwater life,14.a,Caribbean,,,,1
14,Underwater life,14.b,Caribbean,1,,,
14,Underwater life,14.c,Caribbean,,,,1
15,Life of terrestrial ecosystems,15.1,Caribbean,,1,,
15,Life of terrestrial ecosystems,15.2,Caribbean,1,,,
15,Life of terrestrial ecosystems,15.3,Caribbean,,,1,
15,Life of terrestrial ecosystems,15.4,Caribbean,,1,,
15,Life of terrestrial ecosystems,15.5,Caribbean,1,,,
15,Life of terrestrial ecosystems,15.6,Caribbean,1,,,
15,Life of terrestrial ecosystems,15.7,Caribbean,,,,1
15,Life of terrestrial ecosystems,15.8,Caribbean,,1,,
15,Life of terrestrial ecosystems,15.9,Caribbean,,,,1
15,Life of terrestrial ecosystems,15.a,Caribbean,,,1,
15,Life of terrestrial ecosystems,15.b,Caribbean,,,1,
15,Life of terrestrial ecosystems,15.c,Caribbean,,,,1
16,"Peace, justice and strong institutions",16.1,Caribbean,,1,,
16,"Peace, justice and strong institutions",16.2,Caribbean,,1,,
16,"Peace, justice and strong institutions",16.3,Caribbean,1,,,
16,"Peace, justice and strong institutions",16.4,Caribbean,,,,1
16,"Peace, justice and strong institutions",16.5,Caribbean,,,1,
16,"Peace, justice and strong institutions",16.6,Caribbean,1,,,
16,"Peace, justice and strong institutions",16.7,Caribbean,,,,1
16,"Peace, justice and strong institutions",16.8,Caribbean,,1,,
16,"Peace, justice and strong institutions",16.9,Caribbean,,,,1
16,"Peace, justice and strong institutions",16.10,Caribbean,,,,1
16,"Peace, justice and strong institutions",16.a,Caribbean,,,1,
16,"Peace, justice and strong institutions",16.b,Caribbean,,,,1
17,Alliances to achieve objectives,17.1,Caribbean,1,,,
17,Alliances to achieve objectives,17.2,Caribbean,,,,1
17,Alliances to achieve objectives,17.3,Caribbean,,1,,
17,Alliances to achieve objectives,17.4,Caribbean,,,1,
17,Alliances to achieve objectives,17.5,Caribbean,,,,1
17,Alliances to achieve objectives,17.6,Caribbean,,1,,
17,Alliances to achieve objectives,17.7,Caribbean,,,,1
17,Alliances to achieve objectives,17.8,Caribbean,,1,,
17,Alliances to achieve objectives,17.9,Caribbean,1,,,
17,Alliances to achieve objectives,17.10,Caribbean,1,,,
17,Alliances to achieve objectives,17.11,Caribbean,1,,,
17,Alliances to achieve objectives,17.12,Caribbean,1,,,
17,Alliances to achieve objectives,17.13,Caribbean,1,,,
17,Alliances to achieve objectives,17.14,Caribbean,,,,1
17,Alliances to achieve objectives,17.15,Caribbean,,,,1
17,Alliances to achieve objectives,17.16,Caribbean,,,,1
17,Alliances to achieve objectives,17.17,Caribbean,1,,,
17,Alliances to achieve objectives,17.18,Caribbean,,,,1
17,Alliances to achieve objectives,17.19,Caribbean,1,,,
